name,h_index,h_index_rank,composite_score,composite_rank,total_citation_count,total_paper_count,venue_diversity,citations_per_paper,institution,rank_difference,abs_rank_difference
Zheng Shi,17,405.0,0.4582272514016551,695.0,927,81,0.8960658154726922,11.444444444444445,,-290.0,290.0
A. Abid,22,306.0,0.45815993432436836,696.0,2202,101,0.8642482763347801,21.8019801980198,,-390.0,390.0
Huadong Wang,10,570.0,0.45750785990367143,697.0,812,21,0.9088884511502312,38.666666666666664,,-127.0,127.0
Ms. Aswathy,1,945.0,0.45747694297733654,698.0,31,1,0.9198682455847804,31.0,,247.0,247.0
Mrs . Indu,1,945.0,0.45747694297733654,698.0,31,1,0.9198682455847804,31.0,,247.0,247.0
Thomas Wolf,7,669.0,0.4569590958899251,700.0,2264,54,0.9211854965885544,41.92592592592592,,-31.0,31.0
Akira Murakami,13,473.0,0.45638410521244577,701.0,710,22,1.0,32.27272727272727,,-228.0,228.0
Viet Dac Lai,15,437.0,0.4562558153083185,702.0,1053,37,0.85162053192055,28.45945945945946,University of Oregon,-265.0,265.0
Dhanya Sridhar,10,570.0,0.45552585984210703,703.0,527,14,0.9578791966200296,37.642857142857146,,-133.0,133.0
Orin Hargraves,8,635.0,0.45516189750226504,704.0,719,26,0.9533522741071694,27.653846153846153,,-69.0,69.0
Mai Oudah,10,570.0,0.4547680079047788,705.0,538,18,0.9918373461380352,29.88888888888889,,-135.0,135.0
Kexin Yang,12,509.0,0.4545882949706235,706.0,651,23,0.9675526393990102,28.304347826086957,Sichuan University,-197.0,197.0
Cyril Grouin,23,291.0,0.4542133526579978,707.0,1648,98,0.8928451814792725,16.816326530612244,,-416.0,416.0
Deven Santosh Shah,3,852.0,0.4540563951208363,708.0,259,7,0.8962406251802889,37.0,Stony Brook University,144.0,144.0
Chengke Wu,17,405.0,0.4527710272880848,709.0,979,32,0.9365487273604848,30.59375,,-304.0,304.0
Ivano Lauriola,9,599.0,0.4527499316189795,710.0,616,36,0.918687584460464,17.11111111111111,,-111.0,111.0
Abhishek Pandey,5,764.0,0.4519881871144368,711.0,547,10,0.9409583900892994,54.7,,53.0,53.0
Juanzi Li,21,321.0,0.4516251956573096,712.0,2796,104,0.7391837741231266,26.884615384615383,,-391.0,391.0
Nader Tavvaf,1,945.0,0.4515,713.0,195,1,0.0,195.0,,232.0,232.0
Daniel Duma,1,945.0,0.4515,713.0,129,1,0.0,129.0,,232.0,232.0
Meng Wang,1,945.0,0.4515,713.0,114,1,0.0,114.0,,232.0,232.0
Preetam Amancharla,1,945.0,0.4515,713.0,334,1,0.0,334.0,,232.0,232.0
Qiong Wang,1,945.0,0.4515,713.0,341,1,0.0,341.0,,232.0,232.0
Matthew Zhang,1,945.0,0.4515,713.0,144,1,0.0,144.0,,232.0,232.0
Ilana Heinz,1,945.0,0.4515,713.0,902,1,0.0,902.0,,232.0,232.0
Michael Tin Chung Poon,1,945.0,0.4515,713.0,129,1,0.0,129.0,,232.0,232.0
Aditya Koli,1,945.0,0.4515,713.0,917,1,0.0,917.0,,232.0,232.0
Hang Dong,6,704.0,0.45148941699186806,722.0,276,10,1.0,27.6,,-18.0,18.0
Katherine A. Keith,8,635.0,0.4500065701020206,723.0,511,17,0.9366347672506408,30.058823529411764,Williams College,-88.0,88.0
Yi-Ting Guo,12,509.0,0.4494162951956525,724.0,485,57,0.73734594379462,8.508771929824562,,-215.0,215.0
Naveed Afzal,19,364.0,0.44886874354060463,725.0,2174,63,0.9373446722940022,34.507936507936506,,-361.0,361.0
A. Savic,21,321.0,0.44762796787042314,726.0,2718,135,0.9089814784005504,20.133333333333333,,-405.0,405.0
Y. Haralambous,10,570.0,0.4463223223390962,727.0,621,92,0.9806111814666556,6.75,,-157.0,157.0
Shucheng Li,5,764.0,0.4463121379696422,728.0,386,12,0.9484503122074792,32.166666666666664,Nanjing University,36.0,36.0
T. Alexopoulou,17,405.0,0.4462099896070255,729.0,1171,49,0.9839668887747172,23.897959183673468,,-324.0,324.0
Sumit Pandey,9,599.0,0.445775983564635,730.0,691,45,0.9894998600775208,15.355555555555556,,-131.0,131.0
Mark O Walderhaug,13,473.0,0.44547710276055497,731.0,940,20,0.951297730060314,47.0,,-258.0,258.0
Mohammed A. M.Sadeeq,4,809.0,0.4451017709595356,732.0,208,5,0.9182958340544894,41.6,,77.0,77.0
Karwan Jacksi,20,350.0,0.44507173128120736,733.0,1012,52,0.9498119282662368,19.46153846153846,,-383.0,383.0
Heng Wang,6,704.0,0.44491222807473196,734.0,299,8,0.9690222556651344,37.375,Xi'an Jiaotong University,-30.0,30.0
Zengle Ren,4,809.0,0.4449000000000001,735.0,178,5,1.0000000000000002,35.6,,74.0,74.0
B. Kawas,10,570.0,0.4446473862548289,736.0,636,22,0.9712720079261152,28.90909090909091,,-166.0,166.0
Theresa A. Koleck,16,418.0,0.4445838750434868,737.0,945,56,0.9461848325399262,16.875,,-319.0,319.0
Md Saroar Jahan,6,704.0,0.4424376425113454,738.0,308,17,0.9606293157795304,18.11764705882353,,-34.0,34.0
Annika Marie Schoene,8,635.0,0.4421236720357732,739.0,391,22,0.9929910186265144,17.772727272727273,University of Hull,-104.0,104.0
Qingqing Zhu,5,764.0,0.441669981302088,740.0,279,12,0.9533522741071694,23.25,,24.0,24.0
Shuai Zheng,9,599.0,0.44111649336260345,741.0,518,18,0.9101663100395064,28.77777777777778,,-142.0,142.0
Jingjing Li,9,599.0,0.4409267455004987,742.0,552,24,0.9611009333744402,23.0,,-143.0,143.0
Hanning Gao,2,903.0,0.4403683491436099,743.0,268,8,0.9697238998682473,33.5,,160.0,160.0
Víctor Suárez-Paniagua,8,635.0,0.4401263826466613,744.0,366,20,0.9712720079261152,18.3,,-109.0,109.0
David Chang,5,764.0,0.4400719686320085,745.0,228,8,1.0,28.5,,19.0,19.0
Richard F. Rashid,2,903.0,0.4395000000000001,746.0,184,2,0.0,92.0,,157.0,157.0
Michael A. Hedderich,14,455.0,0.439354464211403,747.0,682,37,0.8864303093704666,18.43243243243243,,-292.0,292.0
Shubhanshu Mishra,5,764.0,0.43747165007113864,748.0,140,17,0.9549080284177108,8.235294117647058,,16.0,16.0
Elizabeth Scruggs,2,903.0,0.43699999999999994,749.0,166,4,1.0,41.5,,154.0,154.0
Guanghua Yang,21,321.0,0.43684089405063137,750.0,1128,86,0.8912059712759447,13.116279069767442,,-429.0,429.0
S. Kwan,21,321.0,0.43682443632004153,751.0,1818,62,0.8557145065467959,29.322580645161292,,-430.0,430.0
A. Hiszpanski,18,385.0,0.436668388548927,752.0,1274,48,0.9290574583748205,26.541666666666668,,-367.0,367.0
周春婷,2,903.0,0.4364769429773365,753.0,59,2,0.9198682455847804,29.5,,150.0,150.0
Wen-wai Yim,15,437.0,0.4361265159042309,754.0,732,38,0.9441476378381252,19.26315789473684,,-317.0,317.0
Huseein T. Al-Natsheh,1,945.0,0.4355,755.0,96,1,0.0,96.0,,190.0,190.0
Marzieh Saeidi,9,599.0,0.43545149674198524,756.0,629,18,0.9081700776153788,34.94444444444444,,-157.0,157.0
M. Fedorov,9,599.0,0.4354025269083672,757.0,462,15,0.9902871167541444,30.8,,-158.0,158.0
H. Saadane,6,704.0,0.43538483311653237,758.0,276,12,0.9999999999999998,23.0,,-54.0,54.0
R. Forshee,11,542.0,0.4343975830379065,759.0,931,21,0.93015916395092,44.333333333333336,,-217.0,217.0
M. Berendsen,15,437.0,0.43439052011362145,760.0,1476,40,0.9818072571726912,36.9,,-323.0,323.0
A. Bakalov,6,704.0,0.43413674519015055,761.0,388,14,0.9727652780181634,27.714285714285715,,-57.0,57.0
Michael Yeomans,13,473.0,0.43318254942984996,762.0,1016,38,0.9712720079261152,26.73684210526316,,-289.0,289.0
Jingbo Xia,11,542.0,0.43301057994225295,763.0,771,55,0.97007808153114,14.018181818181818,Huazhong Agricultural Univ,-221.0,221.0
Zach Wood-Doughty,11,542.0,0.4325071958614116,764.0,635,28,0.9188277172280908,22.678571428571427,,-222.0,222.0
Chaoyang He,14,455.0,0.4322661936397651,765.0,947,28,0.9747327069425888,33.82142857142857,,-310.0,310.0
Zainab F. Khan,4,809.0,0.432,766.0,161,4,1.0,40.25,,43.0,43.0
Loes M. M. Braun,7,669.0,0.43196752585938053,767.0,559,21,0.9488131148903384,26.61904761904762,,-98.0,98.0
J. V. Gysel,4,809.0,0.4315,768.0,96,4,0.9999999999999998,24.0,,41.0,41.0
C. Lemey,9,599.0,0.43111684321725163,769.0,712,24,0.9206676755271522,29.666666666666668,,-170.0,170.0
Jianping Li,19,364.0,0.43097784495690383,770.0,2072,84,0.8706842982355565,24.666666666666668,,-406.0,406.0
J. Markoff,21,321.0,0.4309484436991682,771.0,2019,119,0.9246495240654288,16.96638655462185,,-450.0,450.0
Kaiyue Wen,5,764.0,0.4308418218362256,772.0,245,10,0.935944697445866,24.5,,-8.0,8.0
Majid Yazdani,13,473.0,0.43072370366211604,773.0,1013,32,0.9451988530909377,31.65625,"Facebook AI, EPFL, Linkedin, Idiap research institute",-300.0,300.0
A. A. Monem,13,473.0,0.42905549067343085,774.0,903,27,0.9830345099398436,33.44444444444444,,-301.0,301.0
Tim Schopf,6,704.0,0.4290494388919094,775.0,190,16,0.9631396508109106,11.875,Technical University of Munich,-71.0,71.0
Ying Xie,6,704.0,0.42786006254843467,776.0,302,25,0.993462557268048,12.08,,-72.0,72.0
M. Alkhatib,8,635.0,0.42764917398278424,777.0,309,34,0.9778249618218756,9.088235294117649,,-142.0,142.0
Tanmay Basu,9,599.0,0.42760180120707836,778.0,434,29,0.9625351031582904,14.96551724137931,,-179.0,179.0
Benjamin Rosand,4,809.0,0.4275020416359776,779.0,290,6,0.9609640474436812,48.333333333333336,,30.0,30.0
Nasser Zalmout,16,418.0,0.42732385329220385,780.0,855,32,0.8974801730690048,26.71875,,-362.0,362.0
Dongyang Wang,3,852.0,0.4270190603125076,781.0,218,5,0.946394630357186,43.6,,71.0,71.0
L. Tilton,7,669.0,0.4264290277065427,782.0,406,34,0.7669936117587334,11.941176470588236,,-113.0,113.0
V. Salari,16,418.0,0.426114225806812,783.0,927,68,0.9329216264590938,13.632352941176473,,-365.0,365.0
Kun Qian,12,509.0,0.4257728088198429,784.0,761,53,0.963431936722812,14.358490566037736,,-275.0,275.0
Timothy J. O'Gorman,17,405.0,0.42569026356880113,785.0,840,35,0.9423207121547056,24.0,Thorn,-380.0,380.0
Yufen Huang,12,509.0,0.42556433030655616,786.0,458,16,0.9460818874660354,28.625,,-277.0,277.0
Zita Marinho,12,509.0,0.4242116779242437,787.0,698,23,0.9693498878507172,30.347826086956523,,-278.0,278.0
Sheng Zha,13,473.0,0.42401303231610604,788.0,887,25,0.8605285271744351,35.48,,-315.0,315.0
Michael Hassid,7,669.0,0.4238015604423596,789.0,281,9,0.9708357627258162,31.22222222222222,,-120.0,120.0
Jia-Hong Huang,12,509.0,0.42323359658853876,790.0,379,18,0.9017430009140988,21.055555555555557,,-281.0,281.0
Lucia Specia,10,570.0,0.42314768538323916,791.0,378,31,0.9447585413704288,12.193548387096774,,-221.0,221.0
Stefano Mangini,9,599.0,0.4222801160173684,792.0,308,12,0.9766146686727132,25.666666666666668,,-193.0,193.0
Fadhl Eryani,6,704.0,0.42125942292982343,793.0,568,12,0.7627069065377661,47.333333333333336,,-89.0,89.0
Kai Shen,5,764.0,0.420717082130044,794.0,341,9,0.930628224416578,37.888888888888886,,-30.0,30.0
Talayeh Riahi,2,903.0,0.42066666666666674,795.0,118,3,1.0,39.333333333333336,,108.0,108.0
D. Milne,13,473.0,0.420480906316175,796.0,822,21,0.9804820237218406,39.142857142857146,,-323.0,323.0
Javier Alvarez-Valle,10,570.0,0.4189047236245409,797.0,584,25,0.8199455629493742,23.36,,-227.0,227.0
Qingqing Cao,9,599.0,0.41879505713876425,798.0,386,16,0.9366347672506408,24.125,University of Washington,-199.0,199.0
Wenhu Chen,12,509.0,0.41853221488326675,799.0,732,22,0.9047994130524945,33.27272727272727,,-290.0,290.0
Lukas Lange,10,570.0,0.41812086109914026,800.0,554,31,0.9324776292198692,17.870967741935484,,-230.0,230.0
Jayeol Chun,3,852.0,0.41805442258835857,801.0,187,5,0.9609640474436812,37.4,,51.0,51.0
M. Walter,16,418.0,0.4175445486111393,802.0,1363,71,0.9198682455847804,19.197183098591548,,-384.0,384.0
Keletso J. Letsholo,10,570.0,0.41674504023847436,803.0,431,19,0.9549655329584326,22.68421052631579,,-233.0,233.0
Ergin Soysal,11,542.0,0.4163394661444444,804.0,762,29,0.9132784583047114,26.275862068965516,,-262.0,262.0
Jinbin Bai,6,704.0,0.4160014886710415,805.0,217,9,0.9165164431996023,24.11111111111111,,-101.0,101.0
F. Goss,20,350.0,0.41569891894521294,806.0,1273,59,0.8952584442018313,21.57627118644068,,-456.0,456.0
Shruthi Bannur,8,635.0,0.41520638627546336,807.0,547,17,0.8054653980879477,32.1764705882353,,-172.0,172.0
Salam Khalifa,16,418.0,0.4151491378455802,808.0,957,38,0.8505281222633799,25.18421052631579,Stony Brook University,-390.0,390.0
Ziqing Liu,6,704.0,0.41496870142402387,809.0,227,7,0.9755037590061084,32.42857142857143,,-105.0,105.0
Ming Liu,12,509.0,0.4147395413972313,810.0,469,23,0.9471887284983757,20.39130434782609,,-301.0,301.0
Dimosthenis Antypas,7,669.0,0.4142184020137156,811.0,235,19,0.915315964602672,12.36842105263158,,-142.0,142.0
Karim Bouzoubaa,15,437.0,0.41390488313405494,812.0,898,58,0.9583579104444012,15.482758620689657,,-375.0,375.0
Carly D. Robinson,12,509.0,0.41354567867982905,813.0,570,48,1.0,11.875,,-304.0,304.0
Zhaoxuan Tan,11,542.0,0.41317061812600553,814.0,589,27,0.8653058461316658,21.814814814814813,University of Notre Dame,-272.0,272.0
Emaad A. Manzoor,3,852.0,0.41310652099594247,815.0,235,7,0.8649735207179272,33.57142857142857,,37.0,37.0
A. Urieli,4,809.0,0.41288888888888897,816.0,198,9,1.0,22.0,,-7.0,7.0
Phillip Schneider,4,809.0,0.41275990924784534,817.0,96,17,0.9668633469624776,5.647058823529412,,-8.0,8.0
Jiarui Yao,3,852.0,0.4117857142857143,818.0,102,7,1.0,14.571428571428571,,34.0,34.0
Feng Zhou,3,852.0,0.4113302650773266,819.0,221,7,0.9755037590061084,31.571428571428573,,33.0,33.0
Elif Ozkirimli,14,455.0,0.41119268474613796,820.0,858,42,0.9653298305829896,20.428571428571427,,-365.0,365.0
A. Giannopoulos,23,291.0,0.411139989171003,821.0,2853,171,0.9188550687194376,16.68421052631579,,-530.0,530.0
Eliav Buchnik,8,635.0,0.4103794358986649,822.0,445,19,0.9763003097789544,23.42105263157895,,-187.0,187.0
Deok-Hee Kim-Dufor,4,809.0,0.41018713551547603,823.0,331,11,1.0,30.09090909090909,,-14.0,14.0
Erol-Valeriu Chioasca,8,635.0,0.40973263915852864,824.0,248,9,1.0,27.555555555555557,,-189.0,189.0
C. Dreisbach,13,473.0,0.4096970890916526,825.0,991,45,0.9661511666915292,22.022222222222226,,-352.0,352.0
P. Szolovits,13,473.0,0.4093509799853029,826.0,1099,27,0.983034509939844,40.7037037037037,,-353.0,353.0
V. Cavalli-Sforza,12,509.0,0.40848483924358386,827.0,608,54,0.984849619289878,11.25925925925926,,-318.0,318.0
Asahi Ushio,12,509.0,0.4080401042644598,828.0,522,27,0.8923270567035713,19.333333333333332,,-319.0,319.0
Rajkumar Ramamurthy,10,570.0,0.40767765034650133,829.0,1057,36,0.8789870386279057,29.36111111111111,,-259.0,259.0
Faical Azouaou,13,473.0,0.4071207184353104,830.0,592,40,0.9958245842456076,14.8,"ESI Ecole nationale superieure d'informatique, Algiers, Algeria",-357.0,357.0
Taylor C. Ryan,7,669.0,0.4069156825969832,831.0,444,12,0.9788379141596312,37.0,,-162.0,162.0
Frank Zimmer,13,473.0,0.40690400630239293,832.0,671,33,0.9679615214804396,20.333333333333332,,-359.0,359.0
Billel Gueni,6,704.0,0.40621428571428575,833.0,276,7,1.0,39.42857142857143,,-129.0,129.0
Meliha Yetisgen,11,542.0,0.40562264452549646,834.0,619,44,0.9481464815875084,14.068181818181818,,-292.0,292.0
Heng Zhang,7,669.0,0.4056010331590293,835.0,284,12,0.9533522741071694,23.666666666666668,,-166.0,166.0
Yuan Jin,8,635.0,0.4052647389301957,836.0,359,12,0.8982444017039272,29.916666666666668,,-201.0,201.0
C. Raynal,3,852.0,0.4043809523809524,837.0,205,5,1.0,41.0,,15.0,15.0
Y. Barash,21,321.0,0.4042723337833629,838.0,1789,90,0.966603768185933,19.877777777777776,,-517.0,517.0
Honghan Wu,4,809.0,0.40418660056892,839.0,194,25,0.910067242585072,7.76,,-30.0,30.0
Xiaoyu Li,9,599.0,0.40391961272182575,840.0,366,19,0.9225481629217116,19.26315789473684,,-241.0,241.0
Tatiana Kelil,13,473.0,0.4038057613084567,841.0,808,40,0.9501627918924794,20.2,,-368.0,368.0
Bukuroshe Elira Epoka,1,945.0,0.4035000000000001,842.0,63,1,0.0,63.0,,103.0,103.0
G. Kitchen,9,599.0,0.40334765702610775,843.0,455,24,0.9602550098461564,18.958333333333332,,-244.0,244.0
Chu-Ren Huang,8,635.0,0.402296328287452,844.0,267,58,0.842693136210731,4.603448275862069,,-209.0,209.0
Liping Zhao,5,764.0,0.40095137429140704,845.0,187,9,1.0,20.77777777777778,,-81.0,81.0
Kory Kreimeyer,10,570.0,0.39783961242651433,846.0,688,27,0.9394813534225488,25.48148148148148,,-276.0,276.0
Yevgeni Berzak,15,437.0,0.3970247061054408,847.0,560,31,0.904747849566567,18.06451612903226,,-410.0,410.0
W. Whiteley,15,437.0,0.39658368070789074,848.0,698,35,0.9029577032771848,19.942857142857143,,-411.0,411.0
A. Rajasekharan,6,704.0,0.3953295918103512,849.0,501,12,0.970835762725816,41.75,,-145.0,145.0
Sheng Yu,1,945.0,0.39521428571428574,850.0,179,2,0.0,89.5,,95.0,95.0
Juan Xu,2,903.0,0.39500248042836994,851.0,121,7,1.0,17.285714285714285,,52.0,52.0
Chenyao Yu,2,903.0,0.39480477459822183,852.0,138,5,0.946394630357186,27.6,,51.0,51.0
Adil E. Rajput,6,704.0,0.3944739219580883,853.0,196,18,0.938357470038648,10.88888888888889,,-149.0,149.0
Pranav Kaushik,1,945.0,0.3936666666666666,854.0,75,3,0.9999999999999998,25.0,,91.0,91.0
Sonit Singh,9,599.0,0.39237693947872876,855.0,223,20,0.9575261403463023,11.15,,-256.0,256.0
Alexis Toumi,11,542.0,0.3907837881955542,856.0,491,27,0.7954488737546174,18.185185185185187,,-314.0,314.0
Ossama Obeid,13,473.0,0.39005400517623046,857.0,832,24,0.806975267673698,34.666666666666664,,-384.0,384.0
Zhenhao Li,6,704.0,0.3899676495743214,858.0,292,14,0.9106994941661898,20.857142857142858,Imperial College London,-154.0,154.0
Kasia Hitczenko,7,669.0,0.3898303678954742,859.0,237,21,0.9641843565827052,11.285714285714286,,-190.0,190.0
Dan Schwartz,4,809.0,0.3893333333333333,860.0,105,4,1.0,26.25,,-51.0,51.0
V. Prabhakaran,6,704.0,0.38923440756253364,861.0,146,11,0.9609640474436812,13.272727272727272,,-157.0,157.0
T. M. Herr,7,669.0,0.3890283269576743,862.0,406,16,0.9754045952796936,25.375,,-193.0,193.0
Aditya Malte,3,852.0,0.3887994010005512,863.0,88,6,0.9697238998682473,14.666666666666666,,-11.0,11.0
Antoine Bosselut,5,764.0,0.38844405156338824,864.0,304,11,0.946394630357186,27.636363636363637,,-100.0,100.0
M. Chary,7,669.0,0.3880250219819058,865.0,271,16,0.9639384467339628,16.9375,,-196.0,196.0
James H. Martin,6,704.0,0.3877454545454546,866.0,163,10,1.0,16.3,,-162.0,162.0
H. Al-Khalifa,10,570.0,0.38720115277438205,867.0,498,40,0.9274050835227848,12.45,,-297.0,297.0
Abhik Jana,9,599.0,0.38713674394475767,868.0,410,26,0.9714028604103716,15.76923076923077,,-269.0,269.0
Kianté Brantley,11,542.0,0.3865395973587935,869.0,758,32,0.8420444524398591,23.6875,,-327.0,327.0
Mariano Schain,10,570.0,0.38588263230722514,870.0,664,24,0.9320728098253052,27.666666666666668,,-300.0,300.0
L. Siddharth,9,599.0,0.3857565824140866,871.0,295,18,0.948450312207479,16.38888888888889,,-272.0,272.0
M. Carson,13,473.0,0.38532156573550697,872.0,664,40,0.9595099542245388,16.6,,-399.0,399.0
Lalita Lowphansirikul,5,764.0,0.38528512645807744,873.0,221,8,0.9755037590061084,27.625,,-109.0,109.0
Ekta Sood,7,669.0,0.3851892281784435,874.0,245,14,0.9639384467339628,17.5,,-205.0,205.0
Ji Ma,8,635.0,0.38479135052751867,875.0,294,12,0.911188669681059,24.5,Google Inc,-240.0,240.0
Mourad Abbas,14,455.0,0.384297128002524,876.0,740,46,0.898645944504668,16.08695652173913,,-421.0,421.0
R. Piedeleu,8,635.0,0.384062924088131,877.0,352,25,0.9566089729477024,14.08,,-242.0,242.0
Thanathip Suntorntip,1,945.0,0.38350000000000006,878.0,83,1,0.0,83.0,,67.0,67.0
Ze Gong,9,599.0,0.3834691642272777,879.0,328,19,0.975006431231153,17.263157894736842,,-280.0,280.0
Brian N. Larson,5,764.0,0.382776231309238,880.0,171,14,1.0000000000000002,12.214285714285714,Texas A&M University School of Law,-116.0,116.0
Yizhi Li,13,473.0,0.3827649786439538,881.0,500,37,0.6642616396032679,13.513513513513514,University of Manchester,-408.0,408.0
Yannis Katsis,13,473.0,0.3825419028504458,882.0,794,50,0.8761048872632513,15.88,,-409.0,409.0
K. Meichanetzidis,13,473.0,0.3823190711055908,883.0,613,45,0.847199842927668,13.622222222222222,,-410.0,410.0
Meagan Vigus,7,669.0,0.3821639719849619,884.0,174,12,0.9739760316291208,14.5,,-215.0,215.0
Sarah Moeller,7,669.0,0.3821537778350783,885.0,173,14,0.9788379141596312,12.357142857142858,,-216.0,216.0
H. Khan,1,945.0,0.38150000000000006,886.0,55,1,0.0,55.0,,59.0,59.0
Stella Ho,4,809.0,0.3813468569721266,887.0,134,9,0.967132018086354,14.88888888888889,,-78.0,78.0
Yixin Li,4,809.0,0.3811172085194452,888.0,213,6,0.9609640474436812,35.5,,-79.0,79.0
Bohan Li,9,599.0,0.3805487331925653,889.0,498,23,0.9536102086656472,21.652173913043477,,-290.0,290.0
Cristina Palomares,13,473.0,0.3797243213035155,890.0,501,36,0.8998923620520667,13.916666666666666,,-417.0,417.0
K. Abid,10,570.0,0.3796022834314554,891.0,861,53,0.9013790478858008,16.245283018867923,,-321.0,321.0
Xiaowei Luo,9,599.0,0.3788298899620025,892.0,336,13,0.7872226051203908,25.846153846153847,,-293.0,293.0
Bhargav Srinivasa Desikan,7,669.0,0.3787298178865629,893.0,172,12,0.9848586617875464,14.333333333333334,EPFL,-224.0,224.0
Pratik Ratadiya,5,764.0,0.3785927702981872,894.0,106,10,0.8982444017039272,10.6,,-130.0,130.0
Tianchu Ji,3,852.0,0.37854621874040895,895.0,126,4,1.0,31.5,,-43.0,43.0
Swathi Edem,2,903.0,0.37828571428571434,896.0,70,5,1.0,14.0,,7.0,7.0
Juraj Vladika,6,704.0,0.37802435125416545,897.0,157,21,0.9440847282550952,7.476190476190476,,-193.0,193.0
M. Oussalah,9,599.0,0.377594131599695,898.0,472,44,0.9788390048133194,10.727272727272728,,-299.0,299.0
Pattarawat Chormai,6,704.0,0.37711516688346763,899.0,163,8,1.0,20.375,,-195.0,195.0
Arlene Casey,5,764.0,0.37677839947094877,900.0,210,24,0.9774175183086488,8.75,,-136.0,136.0
Karolina Stańczak,6,704.0,0.37664017481848305,901.0,180,10,0.9708357627258162,18.0,Mila;McGill University,-197.0,197.0
M. V. Koroteev,5,764.0,0.3760462217157746,902.0,229,14,0.9165164431996023,16.357142857142858,,-138.0,138.0
Hongbin Yu,2,903.0,0.37598360450966994,903.0,99,3,0.9182958340544894,33.0,,0.0,0.0
E. Davidson,5,764.0,0.375727143840055,904.0,310,11,0.9755037590061084,28.181818181818183,,-140.0,140.0
Isabelle Augenstein,1,945.0,0.37550000000000006,905.0,56,1,0.0,56.0,,40.0,40.0
Andreas Grivas,1,945.0,0.3753770716453724,906.0,130,7,1.0,18.571428571428573,,39.0,39.0
Julia El Zini,6,704.0,0.3743977811418752,907.0,166,16,0.9619555747789698,10.375,,-203.0,203.0
Rouzbeh A. Shirvani,6,704.0,0.3727213491910565,908.0,297,12,0.8445412464587144,24.75,,-204.0,204.0
P. Kłosowski,9,599.0,0.3716490333941043,909.0,219,28,0.8757006165435995,7.821428571428571,,-310.0,310.0
Samuel A. Nastase,10,570.0,0.3714566726168448,910.0,648,35,0.6982013945452357,18.514285714285716,,-340.0,340.0
Kiamehr Rezaee,7,669.0,0.3705670745606029,911.0,247,14,0.9575261403463023,17.642857142857142,,-242.0,242.0
Kun Wang,10,570.0,0.3695770854077702,912.0,517,26,0.9622251746428664,19.884615384615383,,-342.0,342.0
Andrew Cowell,7,669.0,0.36864091677506716,913.0,244,21,1.0,11.61904761904762,,-244.0,244.0
K. Sharou,3,852.0,0.36859525078869804,914.0,62,6,0.946394630357186,10.333333333333334,,-62.0,62.0
Linh Le,6,704.0,0.36807221406398377,915.0,102,15,0.9902871167541446,6.8,,-211.0,211.0
ZiHang Zeng,7,669.0,0.36707088851084874,916.0,250,13,1.0000000000000004,19.23076923076923,,-247.0,247.0
I. Trofimov,10,570.0,0.36689439379722966,917.0,351,26,0.8855632299752066,13.5,,-347.0,347.0
Ping Li,2,903.0,0.3668247087957357,918.0,77,8,0.979569764547061,9.625,,-15.0,15.0
Zhao Cai,5,764.0,0.3667290676755161,919.0,356,37,0.8591030787478947,9.62162162162162,,-155.0,155.0
Manuel R. Ciosici,7,669.0,0.36593548692285827,920.0,203,16,0.9166270687500504,12.6875,,-251.0,251.0
Peratham Wiriyathammabhum,5,764.0,0.3657399373916526,921.0,106,15,0.9352672625244964,7.066666666666666,,-157.0,157.0
Mong Yuan Sim,2,903.0,0.36549999999999994,922.0,37,3,0.9999999999999998,12.333333333333334,,-19.0,19.0
Ning Shi,4,809.0,0.3653352347404189,923.0,131,13,0.9172097224626078,10.076923076923077,,-114.0,114.0
Philipp Mueller,1,945.0,0.3653333333333333,924.0,67,2,1.0,33.5,,21.0,21.0
D. Hartung,5,764.0,0.3649298178865629,925.0,357,15,0.9848586617875464,23.8,,-161.0,161.0
Beatrice Alex,2,903.0,0.36478470762474036,926.0,134,9,1.0,14.88888888888889,,-23.0,23.0
Akshay Kulkarni,6,704.0,0.3641058700178412,927.0,144,27,0.7598642307897806,5.333333333333333,,-223.0,223.0
Yejin Choi,5,764.0,0.3640917651388774,928.0,261,11,0.930628224416578,23.727272727272727,,-164.0,164.0
R. Billot,6,704.0,0.36400661364405146,929.0,399,13,0.9739760316291208,30.692307692307693,,-225.0,225.0
T. Naumann,3,852.0,0.36334827586206897,930.0,188,5,0.9999999999999998,37.6,,-78.0,78.0
Ayush Singh,5,764.0,0.36325216002393507,931.0,95,12,0.9488131148903384,7.916666666666667,,-167.0,167.0
Yu Deng,6,704.0,0.3606870662884022,932.0,216,17,0.9636983369426122,12.705882352941176,,-228.0,228.0
A. Bashall,2,903.0,0.3602222222222222,933.0,122,4,1.0,30.5,,-30.0,30.0
Peerat Limkonchotiwat,6,704.0,0.3601663598959986,934.0,170,33,0.8447379761547733,5.151515151515151,,-230.0,230.0
Prof. K. R. Chowdhary,6,704.0,0.35984469291776866,935.0,229,26,0.8920795639257109,8.807692307692308,M B M Engineering College,-231.0,231.0
Damien Nouvel,7,669.0,0.3596849385795595,936.0,285,39,0.9877523917548534,7.3076923076923075,,-267.0,267.0
P. Gordon,19,364.0,0.3590849316267109,937.0,1103,79,0.9035086436051544,13.962025316455696,,-573.0,573.0
